name_cn,name_en
"耶尔德兹工业大学","Yildiz Technical University"
"南哈萨克斯坦州立大学","Auezov South Kazakhstan State University (SKSU)"
"国立理工学院，蒂鲁吉拉伯利","National Institute of Technology Tiruchirappalli"
"努拉·本·公主阿卜杜勒拉曼大学","Princess Nourah bint Abdulrahman University"
"德克萨斯理工大学","Texas Tech University"
"普列汉诺夫俄罗斯经济大学","Plekhanov Russian University of Economics"
"沙希德·贝赫什提大学","Shahid Beheshti University"
"韩国天主教大学","The Catholic University of Korea"
"维多利亚大学","Victoria University"
"维陶塔斯·马格努斯大学","Vytautas Magnus University"
"巴格达大学","University of Baghdad"
"马耳他大学","University of Malta"
"墨西拿大学","University of Messina"
"佩奇大学","University of Pecs"
"阿伯里斯特威斯大学","Aberystwyth University"
"亚当·米基维奇大学","Adam Mickiewicz University"
"布兰迪斯大学","Brandeis University"
"考纳斯工业大学","Kaunas University of Technology"
"的里雅斯特大学","University of Trieste"
"马丁·路德·哈勒-威登堡大学","Martin Luther University of Halle-Wittenberg"
"新墨西哥大学-阿尔伯克基","The University of New Mexico - Albuquerque"
"洛林大学","Universite de Lorraine"
"俄勒冈大学","University of Oregon"
"贝尔格莱德大学","University of Belgrade"
"布加勒斯特大学","University of Bucharest"
"越南河内国立大学","Vietnam National University Hanoi"
"艾哈迈德亚萨威大学","Khoja Akhmet Yassawi International Kazakh-Turkish University"
"阿赫利亚安曼大学","Al-Ahliyya Amman University"
"尼兹瓦大学","University of Nizwa"
"巴比什-博雅依大学","Babes-Bolyai University"
"孟加拉国工程技术大学","Bangladesh University of Engineering and Technology"
"布拉格捷克生命科学大学","Czech University of Life Sciences in Prague"
"政府学院大学费萨拉巴德","Government College University Faisalabad"
"印度新德里国立伊斯兰大学","Jamia Millia Islamia"
"新泽西理工大学","New Jersey Institute of Technology"
"里加技术大学","Riga Technical University"
"马尔堡菲尔兹大学","Philipps University of Marburg"
"罗维拉-威尔吉利大学","Rovira i Virgili University"
"罗格斯大学纽瓦克分校","Rutgers University - Newark"
"塔帕尔工程技术学院","Thapar Institute of Engineering & Technology"
"加尔各答大学","University of Calcutta"
"巴勒莫大学","Universidad de Palermo (UP)"
"卡斯里克圣灵大学","Holy Spirit University of Kaslik"
"亚历山大大学","Alexandria University"
"安蒂奥基亚大学","Universidad de Antioquia"
"罗萨里奥大学","Universidad del Rosario"
"肯塔基大学","University of Kentucky"
"蒙斯大学","University of Mons"
"香港城市大学","Hong Kong Metropolitan University"
"阿利坎特大学","Universidad de Alicante"
"都柏林科技大学","Technological University Dublin"
"哈尔科夫大学","V. N. Karazin Kharkiv National University"
"韦恩州立大学","Wayne State University"
"葡萄牙天主教大学","Universidade Catolica Portuguesa"
"维克森林大学","Wake Forest University"
"约旦应用科学私立大学","Applied Science Private University - Jordan"
"北京工业大学","Beijing University of Technology"
"拉曼大学","Universiti Tunku Abdul Rahman (UTAR)"
"挪威生命科学大学","Norwegian University of Life Sciences"
"瓦尔帕莱索天主教大学","Pontificia Universidad Catolica de Valparaiso"
"米德尔塞克斯大学","Middlesex University"
"乌克兰国立技术大学 – 伊戈尔·西科斯基基辅理工学院","National Technical University of Ukraine – Igor Sikorsky Kyiv Poly"
"西北农林科技大学","NorthWest A&F University"
"中国海洋大学","Ocean University of China"
"巴里理工大学","Politecnico di Bari"
"苏州大学","Soochow University"
"新学院大学","The New School"
"阿尔法萨尔大学","Alfaisal University"
"阿塞拜疆国立经济大学","Azerbaijan State University of Economics"
"伯恩茅斯大学","Bournemouth University"
"德蒙福特大学","De Montfort University"
"圣卡塔琳娜联邦大学","Federal University of Santa Catarina"
"圣保罗联邦大学","Federal University of Sao Paulo"
"格但斯克工业大学","Gdansk University of Technology"
"德国约旦大学","German Jordanian University"
"墨西哥自治技术学院","Instituto Tecnológico Autónomo de México (ITAM)"
"蔚山大学","University of Ulsan"
"威斯敏斯特大学","University of Westminster"
"弗罗茨瓦夫大学","University of Wroclaw"
"越南国立大学胡志明市","Viet Nam National University Ho Chi Minh City (VNU-HCM)"
"苏黎世应用科技大学","Zurich University of Applied Sciences"
"AGH克拉科夫大学","AGH University of Krakow"
"巴勒莫研究大学","Università  degli Studi di Palermo"
"印度理工学院甘地讷格尔分校","IIT Gandhinagar"
"萨莱诺大学","Universita' degli studi di Salerno"
"东京理科大学","Tokyo University of Science"
"哈瓦那大学","Universidad de La Habana"
"乌拉圭蒙得维的亚大学","Universidad de Montevideo (UM)"
"基多圣弗朗西斯科大学","Universidad San Francisco de Quito"
"巴西利亚大学","Universidade de Brasília"
"意大利马尔凯理工大学","Universita' Politecnica delle Marche"
"杜伊斯堡 - 埃森大学","University of Duisburg-Essen"
"马来西亚登嘉楼大学 (UMT)","Universiti Malaysia Terengganu (UMT)"
"巴里大学","University of Bari"
"布莱顿大学","University of Brighton"
"拉合尔工程技术大学（UET）","University of Engineering & Technology (UET) Lahore"
"格林威治大学","University of Greenwich"
"海德拉巴大学","University of Hyderabad"
"拉脱维亚大学","University of Latvia"
"林肯大学","University of Lincoln"
"马里兰大学-巴尔的摩","University of Maryland, Baltimore"
"马里兰大学巴尔的摩","University of Maryland, Baltimore County"
"摩德纳大学和雷焦艾米利亚","University of Modena and Reggio Emilia"
"那慕尔大学","University of Namur"
"佩鲁贾大学","University of Perugia"
"东京农工大学","Tokyo University of Agriculture and Technology"
"Università degli Stu","Università degli Studi della Tuscia (University of Tuscia)"
"罗斯托克大学","Universität Rostock"
"弗朗什-孔德大学","Universite de Franche-Comte"
"南特大学","Université de Nantes"
"魁北克大学","Université du Québec"
"Universiti Pendidikan Sultan Idris","Universiti Pendidikan Sultan Idris"
"科罗拉多大学-丹佛","University of Colorado at Denver"
"格但斯克大学","University of Gdansk"
"加纳大学","University of Ghana"
"圣托马斯大学","University of Santo Tomas"
"首尔大学","University of Seoul"
"斯塔万格大学","University of Stavanger"
"维罗纳大学","University of Verona"
"维哥大学","University of Vigo"
"维尔纽斯Gediminas技术大学","Vilnius Gediminas Technical University"
"伍斯特理工学院","Worcester Polytechnic Institute"
"弗罗茨瓦夫科技大学","Wroclaw University of Science and Technology"
"迪拜大学","University of Dubai"
"阿塞拜疆国立石油工业大学","Azerbaijan State Oil and Industry University"
"利物浦约翰摩尔斯大学","Liverpool John Moores University"
"路易斯安那州立大学","Louisiana State University"
"曼尼珀尔高等教育学院","Manipal Academy of Higher Education"
"布尔诺的孟德尔大学","Mendel University Brno"
"多媒体大学","Multimedia University"
"科尔多瓦国立大学","National University of Cordoba"
"印度金德而全球大学","O.P. Jindal Global University"
"俄克拉荷马州立大学","Oklahoma State University"
"宋卡王子大学","Prince of Songkla University"
"莫斯科谢切诺夫第一国立医科大学","Sechenov First Moscow State Medical University"
"亚的斯亚贝巴大学","Addis Ababa University"
"阿尔泰州立大学","Altai State University"
"澳洲天主教大学","Australian Catholic University"
"北京交通大学","Beijing Jiaotong University"
"白俄罗斯国立技术大学（BNTU）","Belarusian National Technical University (BNTU)"
"建国大学","Bina Nusantara University (BINUS)"
"中国地质大学-武汉","China University of Geosciences"
"忠南国立大学","Chungnam National University"
"爱丁堡纳皮尔大学","Edinburgh Napier University"
"杜塞尔多夫大学","Heinrich Heine University Duesseldorf"
"伊玛目·穆罕默德·伊本·沙特伊斯兰大学","Imam Mohammad Ibn Saud Islamic University"
"国立理工学院 (IPN)","Instituto Politécnico Nacional (IPN)"
"江南大学","Jiangnan University"
"阿塞拜疆技术大学","Azerbaijan Technical University"
"莱夫克欧洲大学 (EUL)","European University of Lefke (EUL)"
"阿纳瓦克大学","Universidad Anahuac"
"石油与能源研究大学（UPES）","University of Petroleum & Energy Studies (UPES)"
"马德里欧洲大学","Universidad Europea de Madrid"
"中亚美国大学","American University of Central Asia"
"巴库工程大学","Baku Engineering University"
"塔什干国立技术大学","Tashkent State Technical University"
"伦敦南岸大学","London South Bank University"
"可爱的专业大学","Lovely Professional University"
"密歇根理工大学","Michigan Technological University"
"莫斯科理工大学","Moscow Polytechnic University"
"长崎大学","Nagasaki University"
"苏美亚公主科技大学","Princess Sumaya University for Technology"
"纽约州立大学奥尔巴尼分校","State University of New York Albany"
"阿拉巴马大学","The University of Alabama"
"卡塔利卡大学安德烈斯·贝洛大学","Universidad Católica Andres Bello"
"乌拉圭卡托利卡大学（UCU）","Universidad Católica del Uruguay (UCU)"
"奥维耶多大学","Universidad de Oviedo"
"瓦拉多利德大学","Universidad de Valladolid"
"伊比利亚美洲大学","Universidad Iberoamericana IBERO"
"舍布鲁克大学","Université de Sherbrooke"
"阿拉斯加大学-费尔班克斯","University of Alaska - Fairbanks"
"赫特福德大学","University of Hertfordshire"
"马里博尔大学","University of Maribor"
"北德克萨斯大学","University of North Texas"
"白沙瓦大学","University of Peshawar"
"索尔福德大学","University of Salford"
"南非大学","University of South Africa"
"智利安第斯大学","University of the Andes, Chile"
"弗吉尼亚联邦大学","Virginia Commonwealth University"
"岭南大学","Yeungnam University"
"墨西哥学校","El Colegio de México, A.C."
"埃及未来大学","Future University in Egypt"
"萨维萨医学和技术科学研究所","Saveetha Institute of Medical and Technical Sciences"
"大阪都立大学","Osaka Metropolitan University"
"全南国立大学","Chonnam National University"
"加济大学","Gazi Üniversitesi"
"海湾科技大学","Gulf University for Science and Technology"
"华中农业大学","Huazhong Agricultural University"
"金泽大学","Kanazawa University"
"堪萨斯州立大学","Kansas State University"
"卡拉干达州立大学以E.A. Buketo","Karaganda State University named after academician E.A.Buketov"
"孔敬大学","Khon Kaen University"
"泰国国王科技大学","King Mongkut’s University of Technology Thonburi"
